Event,Fight,Fighter,Round,KD,TotStr,TD,TdPct,SubAtt,Rev,CtrlTime,SigStr,SigStrPct,Head,Body,Leg,Distance,Clinch,Ground
UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith vs. Ryan Spann,Anthony Smith,3,0,45 of 69,0 of 0,---,0,0,0:00,45 of 69,65%,25 of 45,7 of 10,13 of 14,45 of 69,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith vs. Ryan Spann,Ryan Spann,1,0,10 of 41,0 of 1,0%,0,0,0:00,10 of 41,24%,5 of 32,4 of 8,1 of 1,10 of 41,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith vs. Ryan Spann,Ryan Spann,2,0,25 of 64,0 of 0,---,0,0,1:19,22 of 60,36%,16 of 52,5 of 7,1 of 1,13 of 47,0 of 0,9 of 13
UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith vs. Ryan Spann,Ryan Spann,3,0,27 of 86,0 of 0,---,0,0,0:00,27 of 86,31%,18 of 74,5 of 8,4 of 4,27 of 86,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Giga Chikadze,1,0,17 of 30,0 of 0,---,0,0,0:00,17 of 30,56%,7 of 16,5 of 8,5 of 6,17 of 30,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Giga Chikadze,2,0,23 of 44,0 of 0,---,0,0,0:00,23 of 44,52%,14 of 30,4 of 9,5 of 5,23 of 43,0 of 1,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Giga Chikadze,3,0,25 of 67,0 of 0,---,0,0,0:00,25 of 67,37%,4 of 37,13 of 21,8 of 9,25 of 66,0 of 1,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Alex Caceres,1,0,15 of 39,0 of 0,---,0,0,0:00,15 of 39,38%,5 of 23,5 of 10,5 of 6,15 of 39,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Alex Caceres,2,0,24 of 61,0 of 0,---,0,0,0:00,24 of 61,39%,8 of 40,12 of 16,4 of 5,24 of 61,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze vs. Alex Caceres,Alex Caceres,3,0,23 of 68,0 of 0,---,0,0,0:00,23 of 68,33%,12 of 47,8 of 18,3 of 3,23 of 68,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Rinya Nakamura,1,0,17 of 25,2 of 2,100%,1,0,3:55,9 of 13,69%,3 of 5,4 of 6,2 of 2,4 of 6,0 of 0,5 of 7
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Rinya Nakamura,2,0,17 of 29,1 of 1,100%,1,0,2:31,11 of 22,50%,5 of 14,3 of 3,3 of 5,8 of 19,0 of 0,3 of 3
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Rinya Nakamura,3,0,22 of 30,1 of 1,100%,1,0,3:00,16 of 22,72%,8 of 12,3 of 4,5 of 6,13 of 19,0 of 0,3 of 3
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Fernie Garcia,1,0,21 of 27,0 of 0,---,0,0,0:00,3 of 8,37%,2 of 5,1 of 1,0 of 2,1 of 6,0 of 0,2 of 2
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Fernie Garcia,2,0,16 of 39,0 of 0,---,1,0,0:00,6 of 28,21%,3 of 22,1 of 3,2 of 3,6 of 28,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura vs. Fernie Garcia,Fernie Garcia,3,0,13 of 40,0 of 0,---,0,0,0:00,6 of 30,20%,4 of 26,2 of 3,0 of 1,6 of 29,0 of 1,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Erin Blanchfield,1,0,36 of 69,0 of 4,0%,0,0,1:22,26 of 55,47%,16 of 45,7 of 7,3 of 3,20 of 49,6 of 6,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Erin Blanchfield,2,0,34 of 58,0 of 4,0%,0,0,4:01,9 of 18,50%,3 of 9,4 of 7,2 of 2,5 of 9,3 of 7,1 of 2
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Erin Blanchfield,3,0,49 of 83,0 of 6,0%,0,0,2:45,26 of 55,47%,18 of 45,7 of 9,1 of 1,18 of 44,8 of 11,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Taila Santos,1,0,31 of 80,0 of 0,---,0,0,0:06,25 of 71,35%,13 of 56,5 of 8,7 of 7,21 of 63,4 of 8,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Taila Santos,2,0,32 of 48,0 of 1,0%,0,0,0:03,11 of 24,45%,5 of 16,2 of 4,4 of 4,8 of 19,3 of 5,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield vs. Taila Santos,Taila Santos,3,0,33 of 74,0 of 2,0%,0,0,0:00,19 of 56,33%,10 of 46,2 of 3,7 of 7,17 of 51,2 of 5,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Junior Tafa vs. Parker Porter,Junior Tafa,1,1,11 of 16,0 of 0,---,0,0,0:04,8 of 13,61%,7 of 12,1 of 1,0 of 0,4 of 7,4 of 6,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Junior Tafa vs. Parker Porter,Parker Porter,1,0,3 of 10,0 of 1,0%,0,0,0:17,2 of 9,22%,2 of 9,0 of 0,0 of 0,2 of 9,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Waldo Cortes-Acosta vs. Lukasz Brzeski,Waldo Cortes-Acosta,1,1,16 of 46,0 of 0,---,0,0,0:00,15 of 45,33%,9 of 36,3 of 5,3 of 4,12 of 42,3 of 3,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Waldo Cortes-Acosta vs. Lukasz Brzeski,Lukasz Brzeski,1,0,15 of 23,0 of 0,---,0,0,0:00,14 of 22,63%,1 of 7,3 of 3,10 of 12,14 of 22,0 of 0,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Toshiomi Kazama vs. Garrett Armfield,Toshiomi Kazama,1,0,15 of 31,0 of 2,0%,0,0,0:00,15 of 31,48%,8 of 24,3 of 3,4 of 4,15 of 30,0 of 1,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Toshiomi Kazama vs. Garrett Armfield,Garrett Armfield,1,1,45 of 77,0 of 0,---,0,0,0:26,45 of 77,58%,36 of 67,9 of 10,0 of 0,40 of 68,0 of 0,5 of 9
UFC Fight Night: Holloway vs. The Korean Zombie,Chidi Njokuani vs. Michal Oleksiejczuk,Chidi Njokuani,1,0,30 of 58,0 of 2,0%,0,0,0:09,29 of 57,50%,7 of 21,18 of 32,4 of 4,19 of 37,10 of 20,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Chidi Njokuani vs. Michal Oleksiejczuk,Michal Oleksiejczuk,1,0,54 of 85,1 of 1,100%,0,0,1:36,44 of 72,61%,31 of 59,12 of 12,1 of 1,17 of 36,4 of 5,23 of 31
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Song Kenan,1,0,17 of 36,0 of 0,---,0,0,0:00,16 of 34,47%,7 of 22,6 of 8,3 of 4,15 of 31,1 of 3,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Song Kenan,2,0,26 of 52,0 of 0,---,0,0,0:23,24 of 50,48%,20 of 42,3 of 6,1 of 2,23 of 49,1 of 1,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Song Kenan,3,1,42 of 73,0 of 0,---,0,0,0:17,35 of 65,53%,27 of 54,7 of 10,1 of 1,30 of 60,4 of 4,1 of 1
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Rolando Bedoya,1,0,32 of 77,0 of 1,0%,0,0,0:16,32 of 77,41%,11 of 40,4 of 16,17 of 21,30 of 72,2 of 5,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Rolando Bedoya,2,0,39 of 86,0 of 1,0%,0,0,0:13,39 of 85,45%,10 of 49,14 of 19,15 of 17,36 of 81,3 of 4,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan vs. Rolando Bedoya,Rolando Bedoya,3,0,41 of 97,0 of 2,0%,0,0,0:04,41 of 96,42%,15 of 57,9 of 14,17 of 25,38 of 92,3 of 4,0 of 0
UFC Fight Night: Holloway vs. The Korean Zombie,Billy Goff vs. Yusaku Kinoshita,Billy Goff,1,1,43 of 89,0 of 1,0%,0,0,0:05,40 of 85,47%,13 of 47,13 of 20,14 of 18,36 of 78,2 of 2,2 of 5
UFC Fight Night: Holloway vs. The Korean Zombie,Billy Goff vs. Yusaku Kinoshita,Yusaku Kinoshita,1,0,17 of 53,0 of 0,---,0,0,0:00,17 of 53,32%,15 of 48,2 of 5,0 of 0,17 of 52,0 of 1,0 of 0
UFC 292: Sterling vs. O'Malley,Aljamain Sterling vs. Sean O'Malley,Aljamain Sterling,1,0,20 of 37,0 of 1,0%,0,0,0:21,13 of 26,50%,0 of 5,2 of 8,11 of 13,13 of 26,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Aljamain Sterling vs. Sean O'Malley,Aljamain Sterling,2,0,4 of 9,0 of 1,0%,0,0,0:13,4 of 9,44%,3 of 7,1 of 2,0 of 0,3 of 7,1 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Aljamain Sterling vs. Sean O'Malley,Sean O'Malley,1,0,8 of 14,0 of 0,---,0,0,0:00,8 of 14,57%,3 of 6,4 of 7,1 of 1,7 of 13,1 of 1,0 of 0
UFC 292: Sterling vs. O'Malley,Aljamain Sterling vs. Sean O'Malley,Sean O'Malley,2,1,18 of 22,0 of 0,---,0,0,0:18,17 of 21,80%,15 of 19,2 of 2,0 of 0,3 of 3,0 of 0,14 of 18
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Zhang Weili,1,0,74 of 90,1 of 1,100%,0,0,4:33,44 of 55,80%,36 of 47,6 of 6,2 of 2,3 of 3,0 of 0,41 of 52
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Zhang Weili,2,0,49 of 54,2 of 2,100%,0,0,3:47,16 of 20,80%,10 of 13,6 of 6,0 of 1,5 of 8,4 of 4,7 of 8
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Zhang Weili,3,0,31 of 40,1 of 2,50%,0,0,2:58,20 of 29,68%,11 of 19,5 of 6,4 of 4,8 of 14,8 of 9,4 of 6
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Zhang Weili,4,0,28 of 45,1 of 1,100%,0,0,0:44,28 of 45,62%,7 of 17,9 of 12,12 of 16,26 of 43,2 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Zhang Weili,5,1,114 of 129,1 of 1,100%,0,0,4:05,55 of 68,80%,42 of 54,11 of 12,2 of 2,8 of 9,3 of 3,44 of 56
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,1,0,2 of 2,0 of 0,---,1,0,0:00,1 of 1,100%,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,2,0,5 of 11,0 of 0,---,0,0,0:00,4 of 10,40%,4 of 10,0 of 0,0 of 0,4 of 10,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,3,0,8 of 15,0 of 0,---,0,0,0:19,5 of 12,41%,4 of 11,0 of 0,1 of 1,5 of 12,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,4,0,13 of 37,0 of 0,---,1,0,0:07,13 of 37,35%,11 of 34,2 of 3,0 of 0,12 of 35,1 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,5,0,1 of 3,0 of 0,---,0,0,0:08,1 of 3,33%,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Neil Magny,1,0,22 of 40,0 of 1,0%,0,0,0:05,8 of 24,33%,3 of 15,1 of 2,4 of 7,7 of 21,1 of 3,0 of 0
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Neil Magny,2,0,15 of 32,0 of 1,0%,0,0,1:05,11 of 27,40%,5 of 20,3 of 4,3 of 3,10 of 25,1 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Neil Magny,3,0,14 of 21,0 of 0,---,0,0,0:00,8 of 15,53%,2 of 6,3 of 5,3 of 4,8 of 15,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Ian Garry,1,0,33 of 45,1 of 1,100%,0,0,1:07,20 of 32,62%,5 of 17,4 of 4,11 of 11,19 of 30,1 of 1,0 of 1
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Ian Garry,2,0,35 of 57,0 of 0,---,0,0,0:22,31 of 53,58%,9 of 30,6 of 7,16 of 16,28 of 49,3 of 4,0 of 0
UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Ian Garry,3,0,43 of 69,1 of 1,100%,0,0,1:03,40 of 65,61%,18 of 43,6 of 6,16 of 16,37 of 61,0 of 0,3 of 4
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Da'Mon Blackshear,1,0,38 of 57,4 of 5,80%,0,0,2:28,29 of 48,60%,11 of 27,11 of 14,7 of 7,13 of 28,15 of 18,1 of 2
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Da'Mon Blackshear,2,0,44 of 78,0 of 2,0%,0,0,0:27,40 of 74,54%,25 of 54,7 of 11,8 of 9,23 of 56,17 of 18,0 of 0
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Da'Mon Blackshear,3,0,26 of 57,0 of 0,---,0,0,0:05,21 of 52,40%,12 of 42,4 of 5,5 of 5,16 of 45,5 of 6,0 of 1
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Mario Bautista,1,0,27 of 33,0 of 0,---,1,0,0:19,19 of 25,76%,11 of 17,3 of 3,5 of 5,13 of 18,6 of 7,0 of 0
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Mario Bautista,2,0,34 of 69,0 of 5,0%,0,0,1:01,32 of 67,47%,22 of 55,8 of 9,2 of 3,21 of 53,11 of 14,0 of 0
UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Mario Bautista,3,0,41 of 59,2 of 5,40%,0,0,2:44,28 of 45,62%,15 of 31,10 of 10,3 of 4,17 of 30,7 of 9,4 of 6
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Marlon Vera,1,0,39 of 66,0 of 1,0%,0,0,0:00,39 of 66,59%,27 of 51,3 of 5,9 of 10,38 of 64,1 of 1,0 of 1
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Marlon Vera,2,0,49 of 84,0 of 0,---,0,0,0:00,49 of 84,58%,37 of 71,2 of 3,10 of 10,49 of 84,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Marlon Vera,3,0,53 of 101,0 of 0,---,0,0,0:00,53 of 101,52%,45 of 90,4 of 6,4 of 5,51 of 98,2 of 3,0 of 0
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Pedro Munhoz,1,0,38 of 71,0 of 1,0%,0,0,0:00,38 of 71,53%,14 of 44,8 of 11,16 of 16,38 of 71,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Pedro Munhoz,2,0,45 of 91,0 of 0,---,0,0,0:00,45 of 91,49%,23 of 64,7 of 11,15 of 16,45 of 91,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Pedro Munhoz,3,0,30 of 84,0 of 0,---,0,0,0:00,30 of 84,35%,16 of 69,5 of 6,9 of 9,28 of 82,2 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Chris Weidman,1,0,7 of 20,0 of 3,0%,0,0,0:12,7 of 20,35%,5 of 17,1 of 2,1 of 1,7 of 20,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Chris Weidman,2,0,22 of 43,0 of 2,0%,0,0,0:54,20 of 41,48%,16 of 32,3 of 8,1 of 1,18 of 39,2 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Chris Weidman,3,0,10 of 31,0 of 3,0%,0,0,0:15,10 of 31,32%,9 of 28,1 of 2,0 of 1,10 of 31,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Brad Tavares,1,0,16 of 29,0 of 0,---,0,0,0:00,16 of 29,55%,8 of 21,0 of 0,8 of 8,16 of 29,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Brad Tavares,2,0,28 of 45,0 of 0,---,0,0,0:00,27 of 44,61%,8 of 23,5 of 5,14 of 16,25 of 42,2 of 2,0 of 0
UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Brad Tavares,3,0,27 of 42,0 of 0,---,0,0,0:00,27 of 42,64%,5 of 17,3 of 4,19 of 21,27 of 42,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Gregory Rodrigues vs. Denis Tiuliulin,Gregory Rodrigues,1,0,6 of 8,1 of 2,50%,0,0,0:47,5 of 6,83%,4 of 5,1 of 1,0 of 0,1 of 2,0 of 0,4 of 4
UFC 292: Sterling vs. O'Malley,Gregory Rodrigues vs. Denis Tiuliulin,Denis Tiuliulin,1,0,3 of 8,0 of 0,---,0,0,0:00,2 of 7,28%,2 of 7,0 of 0,0 of 0,2 of 7,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh vs. Austin Hubbard,Kurt Holobaugh,1,0,58 of 100,0 of 0,---,0,0,0:00,37 of 78,47%,26 of 64,6 of 8,5 of 6,30 of 71,7 of 7,0 of 0
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh vs. Austin Hubbard,Kurt Holobaugh,2,0,27 of 44,0 of 0,---,2,0,1:08,24 of 41,58%,20 of 37,4 of 4,0 of 0,20 of 35,2 of 3,2 of 3
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh vs. Austin Hubbard,Austin Hubbard,1,0,48 of 92,2 of 4,50%,0,0,2:06,31 of 74,41%,16 of 58,14 of 15,1 of 1,20 of 57,7 of 9,4 of 8
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh vs. Austin Hubbard,Austin Hubbard,2,0,13 of 33,0 of 2,0%,0,0,0:17,13 of 33,39%,9 of 28,3 of 4,1 of 1,11 of 30,2 of 3,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Brad Katona,1,0,39 of 91,0 of 0,---,0,0,0:00,36 of 87,41%,22 of 70,5 of 7,9 of 10,29 of 76,7 of 11,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Brad Katona,2,0,59 of 111,0 of 2,0%,0,0,0:00,58 of 108,53%,45 of 91,6 of 10,7 of 7,47 of 89,11 of 19,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Brad Katona,3,0,75 of 125,0 of 0,---,0,0,0:00,66 of 116,56%,49 of 93,14 of 20,3 of 3,51 of 97,15 of 19,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Cody Gibson,1,0,49 of 85,0 of 0,---,0,0,0:00,49 of 85,57%,39 of 73,6 of 7,4 of 5,42 of 78,7 of 7,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Cody Gibson,2,0,66 of 96,0 of 0,---,0,0,0:00,64 of 94,68%,47 of 76,12 of 13,5 of 5,52 of 79,12 of 15,0 of 0
UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Cody Gibson,3,0,54 of 92,0 of 1,0%,0,0,0:00,51 of 89,57%,44 of 79,4 of 7,3 of 3,40 of 76,11 of 13,0 of 0
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Andre Petroski,1,0,13 of 42,1 of 1,100%,0,0,0:23,13 of 42,30%,10 of 39,1 of 1,2 of 2,11 of 39,2 of 3,0 of 0
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Andre Petroski,2,1,31 of 63,0 of 3,0%,0,0,0:36,29 of 61,47%,20 of 52,5 of 5,4 of 4,21 of 50,0 of 0,8 of 11
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Andre Petroski,3,0,23 of 38,1 of 1,100%,0,0,1:07,15 of 29,51%,9 of 23,6 of 6,0 of 0,14 of 28,1 of 1,0 of 0
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Gerald Meerschaert,1,0,11 of 30,0 of 0,---,0,0,0:00,11 of 30,36%,8 of 27,0 of 0,3 of 3,11 of 30,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Gerald Meerschaert,2,0,23 of 54,0 of 2,0%,0,0,0:00,23 of 54,42%,18 of 47,3 of 5,2 of 2,22 of 53,1 of 1,0 of 0
UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Gerald Meerschaert,3,0,58 of 82,1 of 1,100%,0,0,1:54,42 of 65,64%,39 of 61,3 of 4,0 of 0,27 of 48,9 of 9,6 of 8
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Andrea Lee,1,0,14 of 49,0 of 0,---,0,0,0:00,14 of 49,28%,4 of 29,3 of 7,7 of 13,14 of 49,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Andrea Lee,2,0,18 of 42,0 of 0,---,0,0,0:00,18 of 42,42%,5 of 24,6 of 10,7 of 8,18 of 42,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Andrea Lee,3,0,11 of 34,0 of 0,---,0,0,0:00,11 of 34,32%,3 of 21,2 of 6,6 of 7,11 of 34,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Natalia Silva,1,0,26 of 62,0 of 0,---,0,0,0:00,26 of 62,41%,13 of 38,6 of 16,7 of 8,26 of 62,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Natalia Silva,2,0,22 of 50,0 of 0,---,0,0,0:00,22 of 50,44%,8 of 29,9 of 16,5 of 5,22 of 50,0 of 0,0 of 0
UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Natalia Silva,3,0,22 of 62,0 of 0,---,0,0,0:00,22 of 62,35%,13 of 44,2 of 11,7 of 7,22 of 62,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,1,0,20 of 37,1 of 1,100%,0,0,1:30,16 of 32,50%,9 of 24,4 of 5,3 of 3,11 of 25,1 of 1,4 of 6
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,2,0,32 of 48,2 of 2,100%,0,0,2:23,11 of 26,42%,7 of 22,3 of 3,1 of 1,10 of 25,1 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,3,0,27 of 49,1 of 2,50%,0,0,1:51,18 of 39,46%,12 of 32,4 of 5,2 of 2,16 of 37,2 of 2,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,4,0,26 of 42,2 of 2,100%,0,0,3:40,10 of 18,55%,6 of 14,4 of 4,0 of 0,7 of 15,3 of 3,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,5,0,33 of 45,2 of 4,50%,0,0,2:37,17 of 26,65%,14 of 23,2 of 2,1 of 1,16 of 25,1 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,1,0,20 of 41,0 of 3,0%,1,0,1:20,17 of 37,45%,8 of 26,6 of 8,3 of 3,9 of 28,8 of 9,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,2,0,14 of 26,1 of 2,50%,0,0,0:35,10 of 22,45%,4 of 16,5 of 5,1 of 1,3 of 15,7 of 7,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,3,0,12 of 29,1 of 1,100%,0,0,0:53,11 of 27,40%,8 of 23,3 of 4,0 of 0,10 of 26,1 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,4,0,20 of 27,0 of 1,0%,0,0,0:24,9 of 15,60%,5 of 10,4 of 5,0 of 0,4 of 10,5 of 5,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,5,0,28 of 47,0 of 0,---,0,0,0:42,19 of 35,54%,17 of 33,1 of 1,1 of 1,12 of 26,5 of 5,2 of 4
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Cub Swanson,1,0,23 of 42,0 of 0,---,0,0,0:00,23 of 42,54%,11 of 25,8 of 10,4 of 7,23 of 42,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Cub Swanson,2,0,52 of 79,0 of 0,---,0,0,0:04,28 of 51,54%,19 of 42,8 of 8,1 of 1,18 of 39,10 of 12,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Cub Swanson,3,0,32 of 74,1 of 2,50%,0,0,1:21,26 of 63,41%,11 of 45,11 of 13,4 of 5,18 of 54,8 of 9,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Hakeem Dawodu,1,0,29 of 56,0 of 0,---,0,0,0:00,29 of 56,51%,9 of 28,8 of 9,12 of 19,29 of 56,0 of 0,0 of 0
