Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Time_Seconds,Time_Minutes,Round_Format,Unique_Fight_ID
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Dong Hyun Kim vs. Dominic Waters,Dong Hyun Kim,Dominic Waters,Welterweight Bout,KO/TKO,1,3:11,3 Rnd (5-5-5),Leon Roberts,Punches to Head From Crucifix,A,Dong Hyun Kim,191,3.183333333333333,3.0,"UFC Fight Night: Henderson vs MasvidalDong Hyun Kim vs. Dominic WatersNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Yoshihiro Akiyama vs. Alberto Mina,Yoshihiro Akiyama,Alberto Mina,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Field 28 - 29. Mark Craig 29 - 28. Barry Foley 28 - 29.,B,Alberto Mina,300,5.0,3.0,"UFC Fight Night: Henderson vs MasvidalYoshihiro Akiyama vs. Alberto MinaNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Dooho Choi vs. Sam Sicilia,Dooho Choi,Sam Sicilia,Featherweight Bout,KO/TKO,1,1:33,3 Rnd (5-5-5),Greg Kleynjans,Punch to Head In Clinch,A,Dooho Choi,93,1.55,3.0,"UFC Fight Night: Henderson vs MasvidalDooho Choi vs. Sam SiciliaNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Dongi Yang vs. Jake Collier,Dongi Yang,Jake Collier,Middleweight Bout,KO/TKO,2,1:50,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,A,Dongi Yang,110,1.8333333333333333,3.0,"UFC Fight Night: Henderson vs MasvidalDongi Yang vs. Jake CollierNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Yui Chul Nam vs. Mike de la Torre,Yui Chul Nam,Mike de la Torre,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Leon Roberts,Evan Field 28 - 29. Barry Foley 29 - 28. Charlie Keech 28 - 29.,B,Mike de la Torre,300,5.0,3.0,"UFC Fight Night: Henderson vs MasvidalYui Chul Nam vs. Mike de la TorreNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Tae Hyun Bang vs. Leo Kuntz,Tae Hyun Bang,Leo Kuntz,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,Garth Harriman 28 - 29. Mark Craig 29 - 28. Charlie Keech 28 - 29.,A,Tae Hyun Bang,300,5.0,3.0,"UFC Fight Night: Henderson vs MasvidalTae Hyun Bang vs. Leo KuntzNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Seo Hee Ham vs. Cortney Casey,Seo Hee Ham,Cortney Casey,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mark Craig 28 - 29. Evan Field 28 - 29. Barry Foley 28 - 29.,A,Seo Hee Ham,300,5.0,3.0,"UFC Fight Night: Henderson vs MasvidalSeo Hee Ham vs. Cortney CaseyNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Yao Zhikui vs. Fredy Serrano,Yao Zhikui,Fredy Serrano,Flyweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),Greg Kleynjans,to Arm Injury,B,Fredy Serrano,44,0.7333333333333333,3.0,"UFC Fight Night: Henderson vs MasvidalYao Zhikui vs. Fredy SerranoNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Guangyou Ning vs. Marco Beltran,Guangyou Ning,Marco Beltran,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Field 28 - 29. Mark Craig 29 - 28. Garth Harriman 28 - 29.,B,Marco Beltran,300,5.0,3.0,"UFC Fight Night: Henderson vs MasvidalGuangyou Ning vs. Marco BeltranNovember 28, 2015"
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",Dominique Steele vs. Dong Hyun Ma,Dominique Steele,Dong Hyun Ma,Welterweight Bout,KO/TKO,3,0:27,3 Rnd (5-5-5),Leon Roberts,Slam to   On Ground,A,Dominique Steele,27,0.45,3.0,"UFC Fight Night: Henderson vs MasvidalDominique Steele vs. Dong Hyun MaNovember 28, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Neil Magny vs. Kelvin Gastelum,Neil Magny,Kelvin Gastelum,Welterweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Marcos Rosales 47 - 48. Cardo Urso 48 - 47. Eric Colon 47 - 48.,A,Neil Magny,300,5.0,5.0,"UFC Fight Night: Magny vs GastelumNeil Magny vs. Kelvin GastelumNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Ricardo Lamas vs. Diego Sanchez,Ricardo Lamas,Diego Sanchez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Marcos Rosales 27 - 30. Roy Silbert 27 - 30. Cardo Urso 27 - 30.,A,Ricardo Lamas,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumRicardo Lamas vs. Diego SanchezNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Jussier Formiga vs. Henry Cejudo,Jussier Formiga,Henry Cejudo,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Derek Cleary 27 - 30. Eric Colon 27 - 30. Roy Silbert 29 - 28.,B,Henry Cejudo,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumJussier Formiga vs. Henry CejudoNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Erick Montano vs. Enrique Marin,Erick Montano,Enrique Marin,Ultimate Fighter Latin America 2 Welterweight Tournament Title Bout,Decision - Split,3,5:00,3 Rnd + OT (5-5-5-5),Gary Copeland,Roy Silbert 28 - 29. Eric Colon 29 - 28. Cardo Urso 28 - 29.,A,Erick Montano,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumErick Montano vs. Enrique MarinNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Horacio Gutierrez vs. Enrique Barzola,Horacio Gutierrez,Enrique Barzola,Ultimate Fighter Latin America 2 Lightweight Tournament Title Bout,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Mario Yamasaki,Derek Cleary 27 - 30. Roy Silbert 27 - 30. Marcos Rosales 26 - 30.,B,Enrique Barzola,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumHoracio Gutierrez vs. Enrique BarzolaNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Efrain Escudero vs. Leandro Silva,Efrain Escudero,Leandro Silva,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Eric Colon 28 - 29. Marcos Rosales 28 - 29. Roy Silbert 28 - 29.,B,Leandro Silva,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumEfrain Escudero vs. Leandro SilvaNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Erik Perez vs. Taylor Lapilus,Erik Perez,Taylor Lapilus,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29. Eric Colon 28 - 29. Cardo Urso 28 - 29.,A,Erik Perez,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumErik Perez vs. Taylor LapilusNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Hector Urbina vs. Bartosz Fabinski,Hector Urbina,Bartosz Fabinski,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Roy Silbert 28 - 29. Derek Cleary 27 - 30. Marcos Rosales 27 - 30.,B,Bartosz Fabinski,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumHector Urbina vs. Bartosz FabinskiNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Alejandro Perez vs. Scott Jorgensen,Alejandro Perez,Scott Jorgensen,Bantamweight Bout,KO/TKO,2,4:26,3 Rnd (5-5-5),Gary Copeland,to Leg Injury,A,Alejandro Perez,266,4.433333333333334,3.0,"UFC Fight Night: Magny vs GastelumAlejandro Perez vs. Scott JorgensenNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Gabriel Benitez vs. Andre Fili,Gabriel Benitez,Andre Fili,Featherweight Bout,KO/TKO,1,3:13,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,B,Andre Fili,193,3.216666666666667,3.0,"UFC Fight Night: Magny vs GastelumGabriel Benitez vs. Andre FiliNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Vernon Ramos Ho vs. Alvaro Herrera Mendoza,Vernon Ramos Ho,Alvaro Herrera Mendoza,Welterweight Bout,KO/TKO,1,0:30,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,B,Alvaro Herrera Mendoza,30,0.5,3.0,"UFC Fight Night: Magny vs GastelumVernon Ramos Ho vs. Alvaro Herrera MendozaNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Cesar Arzamendia vs. Marco Polo Reyes,Cesar Arzamendia,Marco Polo Reyes,Lightweight Bout,KO/TKO,1,3:42,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,B,Marco Polo Reyes,222,3.7,3.0,"UFC Fight Night: Magny vs GastelumCesar Arzamendia vs. Marco Polo ReyesNovember 21, 2015"
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Valmir Lazaro vs. Michel Prazeres,Valmir Lazaro,Michel Prazeres,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Gary Copeland,Marcos Rosales 28 - 29. Roy Silbert 29 - 28. Cardo Urso 28 - 29.,B,Michel Prazeres,300,5.0,3.0,"UFC Fight Night: Magny vs GastelumValmir Lazaro vs. Michel PrazeresNovember 21, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Ronda Rousey vs. Holly Holm,Ronda Rousey,Holly Holm,UFC Women's Bantamweight Title Bout,KO/TKO,2,0:59,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance,B,Holly Holm,59,0.9833333333333333,5.0,"UFC 193: Rousey vs HolmRonda Rousey vs. Holly HolmNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Joanna Jedrzejczyk vs. Valerie Letourneau,Joanna Jedrzejczyk,Valerie Letourneau,UFC Women's Strawweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Perceval,Anthony Dimitriou 46 - 49. Albert Shen 46 - 49. Evan Field 45 - 50.,A,Joanna Jedrzejczyk,300,5.0,5.0,"UFC 193: Rousey vs HolmJoanna Jedrzejczyk vs. Valerie LetourneauNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Mark Hunt vs. Antonio Silva,Mark Hunt,Antonio Silva,Heavyweight Bout,KO/TKO,1,3:41,3 Rnd (5-5-5),John Sharp,Punch to Head At Distance,A,Mark Hunt,221,3.683333333333333,3.0,"UFC 193: Rousey vs HolmMark Hunt vs. Antonio SilvaNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Uriah Hall vs. Robert Whittaker,Uriah Hall,Robert Whittaker,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Mark Collett 27 - 30. Albert Shen 27 - 30. Barry Foley 28 - 29.,B,Robert Whittaker,300,5.0,3.0,"UFC 193: Rousey vs HolmUriah Hall vs. Robert WhittakerNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Stefan Struve vs. Jared Rosholt,Stefan Struve,Jared Rosholt,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Anthony Dimitriou 28 - 29. Evan Field 28 - 29. Charlie Keech 28 - 29.,B,Jared Rosholt,300,5.0,3.0,"UFC 193: Rousey vs HolmStefan Struve vs. Jared RosholtNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Jake Matthews vs. Akbarh Arreola,Jake Matthews,Akbarh Arreola,Lightweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Greg Kleynjans,Eye Injury,A,Jake Matthews,300,5.0,3.0,"UFC 193: Rousey vs HolmJake Matthews vs. Akbarh ArreolaNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Kyle Noke vs. Peter Sobotta,Kyle Noke,Peter Sobotta,Welterweight Bout,KO/TKO,1,2:01,3 Rnd (5-5-5),Steve Perceval,Kick to Body At Distance,A,Kyle Noke,121,2.0166666666666666,3.0,"UFC 193: Rousey vs HolmKyle Noke vs. Peter SobottaNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Anthony Perosh vs. Gian Villante,Anthony Perosh,Gian Villante,Light Heavyweight Bout,KO/TKO,1,2:56,3 Rnd (5-5-5),Greg Kleynjans,Punch to Head At Distance,B,Gian Villante,176,2.933333333333333,3.0,"UFC 193: Rousey vs HolmAnthony Perosh vs. Gian VillanteNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Richie Vaculik vs. Danny Martinez,Richie Vaculik,Danny Martinez,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Mark Collett 27 - 30. Evan Field 27 - 30. Barry Foley 27 - 30.,B,Danny Martinez,300,5.0,3.0,"UFC 193: Rousey vs HolmRichie Vaculik vs. Danny MartinezNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Daniel Kelly vs. Steve Montgomery,Daniel Kelly,Steve Montgomery,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mark Collett 28 - 29. Anthony Dimitriou 28 - 29. Charlie Keech 28 - 29.,A,Daniel Kelly,300,5.0,3.0,"UFC 193: Rousey vs HolmDaniel Kelly vs. Steve MontgomeryNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Richard Walsh vs. Steve Kennedy,Richard Walsh,Steve Kennedy,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Evan Field 27 - 30. Barry Foley 27 - 30. Albert Shen 28 - 29.,A,Richard Walsh,300,5.0,3.0,"UFC 193: Rousey vs HolmRichard Walsh vs. Steve KennedyNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",James Moontasri vs. Anton Zafir,James Moontasri,Anton Zafir,Welterweight Bout,KO/TKO,1,4:36,3 Rnd (5-5-5),Steve Perceval,Spinning Back Kick Body,A,James Moontasri,276,4.6,3.0,"UFC 193: Rousey vs HolmJames Moontasri vs. Anton ZafirNovember 14, 2015"
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",Ben Nguyen vs. Ryan Benoit,Ben Nguyen,Ryan Benoit,Flyweight Bout,Submission,1,2:35,3 Rnd (5-5-5),Greg Kleynjans,Rear Naked Choke,A,Ben Nguyen,155,2.5833333333333335,3.0,"UFC 193: Rousey vs HolmBen Nguyen vs. Ryan BenoitNovember 14, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Vitor Belfort vs. Dan Henderson,Vitor Belfort,Dan Henderson,Middleweight Bout,KO/TKO,1,2:07,5 Rnd (5-5-5-5-5),Mario Yamasaki,Kick to Head At Distance,A,Vitor Belfort,127,2.1166666666666667,5.0,"UFC Fight Night: Belfort vs Henderson 3Vitor Belfort vs. Dan HendersonNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Glover Teixeira vs. Patrick Cummins,Glover Teixeira,Patrick Cummins,Light Heavyweight Bout,KO/TKO,2,1:12,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,A,Glover Teixeira,72,1.2,3.0,"UFC Fight Night: Belfort vs Henderson 3Glover Teixeira vs. Patrick CumminsNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Thomas Almeida vs. Anthony Birchak,Thomas Almeida,Anthony Birchak,Bantamweight Bout,KO/TKO,1,4:24,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance,A,Thomas Almeida,264,4.4,3.0,"UFC Fight Night: Belfort vs Henderson 3Thomas Almeida vs. Anthony BirchakNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Alex Oliveira vs. Piotr Hallmann,Alex Oliveira,Piotr Hallmann,Lightweight Bout,KO/TKO,3,0:51,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,A,Alex Oliveira,51,0.85,3.0,"UFC Fight Night: Belfort vs Henderson 3Alex Oliveira vs. Piotr HallmannNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Gilbert Burns vs. Rashid Magomedov,Gilbert Burns,Rashid Magomedov,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Guilherme Bravo 27 - 30. Chris Lee 27 - 30. Otto Torriero 27 - 30.,B,Rashid Magomedov,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 3Gilbert Burns vs. Rashid MagomedovNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Fabio Maldonado vs. Corey Anderson,Fabio Maldonado,Corey Anderson,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Marco Borges 27 - 30. Chris Lee 27 - 30. Alessandro Vieira 27 - 30.,B,Corey Anderson,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 3Fabio Maldonado vs. Corey AndersonNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Gleison Tibau vs. Abel Trujillo,Gleison Tibau,Abel Trujillo,Lightweight Bout,DQ,1,1:45,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke Overturned - Failed Drug Test by Tibau,B,Abel Trujillo,105,1.75,3.0,"UFC Fight Night: Belfort vs Henderson 3Gleison Tibau vs. Abel TrujilloNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Yan Cabral vs. Johnny Case,Yan Cabral,Johnny Case,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Marco Borges 28 - 29. Derek Cleary 28 - 29. Alessandro Vieira 28 - 29.,B,Johnny Case,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 3Yan Cabral vs. Johnny CaseNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Clay Guida vs. Thiago Tavares,Clay Guida,Thiago Tavares,Featherweight Bout,Submission,1,0:39,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke From Bottom,B,Thiago Tavares,39,0.65,3.0,"UFC Fight Night: Belfort vs Henderson 3Clay Guida vs. Thiago TavaresNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Edimilson Souza vs. Chas Skelly,Edimilson Souza,Chas Skelly,Featherweight Bout,Submission,2,1:56,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,B,Chas Skelly,116,1.9333333333333333,3.0,"UFC Fight Night: Belfort vs Henderson 3Edimilson Souza vs. Chas SkellyNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Viscardi Andrade vs. Gasan Umalatov,Viscardi Andrade,Gasan Umalatov,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Guilherme Bravo 27 - 30. Chris Lee 27 - 30. Otto Torriero 28 - 29.,A,Viscardi Andrade,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 3Viscardi Andrade vs. Gasan UmalatovNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Pedro Munhoz vs. Jimmie Rivera,Pedro Munhoz,Jimmie Rivera,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marco Borges 28 - 29. Derek Cleary 29 - 28. Alessandro Vieira 28 - 29.,B,Jimmie Rivera,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 3Pedro Munhoz vs. Jimmie RiveraNovember 07, 2015"
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",Bruno Korea vs. Matheus Nicolau,Bruno Korea,Matheus Nicolau,Bantamweight Bout,Submission,3,3:27,3 Rnd (5-5-5),Eduardo Herdy,Guillotine Choke From Half Guard,B,Matheus Nicolau,207,3.45,3.0,"UFC Fight Night: Belfort vs Henderson 3Bruno Korea vs. Matheus NicolauNovember 07, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Paddy Holohan vs. Louis Smolka,Paddy Holohan,Louis Smolka,Flyweight Bout,Submission,2,4:09,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,B,Louis Smolka,249,4.15,3.0,"UFC Fight Night: Holohan vs SmolkaPaddy Holohan vs. Louis SmolkaOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Norman Parke vs. Reza Madadi,Norman Parke,Reza Madadi,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Andreas Gruner 27 - 30. Andy Haigh 27 - 30. Paul Sutherland 27 - 30.,A,Norman Parke,300,5.0,3.0,"UFC Fight Night: Holohan vs SmolkaNorman Parke vs. Reza MadadiOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Neil Seery vs. Jon Delos Reyes,Neil Seery,Jon Delos Reyes,Flyweight Bout,Submission,2,4:12,3 Rnd (5-5-5),Kevin Sataki,Guillotine Choke From Guard,A,Neil Seery,252,4.2,3.0,"UFC Fight Night: Holohan vs SmolkaNeil Seery vs. Jon Delos ReyesOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Stevie Ray vs. Mickael Lebout,Stevie Ray,Mickael Lebout,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 28 - 29. Andreas Gruner 27 - 30. Howard Hughes 27 - 30.,A,Stevie Ray,300,5.0,3.0,"UFC Fight Night: Holohan vs SmolkaStevie Ray vs. Mickael LeboutOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Aisling Daly vs. Ericka Almeida,Aisling Daly,Ericka Almeida,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Piotr Michalak,Andreas Gruner 27 - 30. Howard Hughes 27 - 29. Paul Sutherland 28 - 29.,A,Aisling Daly,300,5.0,3.0,"UFC Fight Night: Holohan vs SmolkaAisling Daly vs. Ericka AlmeidaOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Scott Askham vs. Krzysztof Jotko,Scott Askham,Krzysztof Jotko,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Andy Haigh 28 - 29. Paul Sutherland 29 - 28. Dean Weir 28 - 29.,B,Krzysztof Jotko,300,5.0,3.0,"UFC Fight Night: Holohan vs SmolkaScott Askham vs. Krzysztof JotkoOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Cathal Pendred vs. Tom Breese,Cathal Pendred,Tom Breese,Welterweight Bout,KO/TKO,1,4:37,3 Rnd (5-5-5),Leon Roberts,Punches to Head At Distance,B,Tom Breese,277,4.616666666666666,3.0,"UFC Fight Night: Holohan vs SmolkaCathal Pendred vs. Tom BreeseOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Darren Elkins vs. Robert Whiteford,Darren Elkins,Robert Whiteford,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Andreas Gruner 27 - 30. Paul Sutherland 27 - 30. Dean Weir 27 - 30.,A,Darren Elkins,300,5.0,3.0,"UFC Fight Night: Holohan vs SmolkaDarren Elkins vs. Robert WhitefordOctober 24, 2015"
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",Bubba Bush vs. Garreth McLellan,Bubba Bush,Garreth McLellan,Middleweight Bout,KO/TKO,3,4:58,3 Rnd (5-5-5),Piotr Michalak,Punches to Head From Half Guard,B,Garreth McLellan,298,4.966666666666667,3.0,"UFC Fight Night: Holohan vs SmolkaBubba Bush vs. Garreth McLellanOctober 24, 2015"
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",Daniel Cormier vs. Alexander Gustafsson,Daniel Cormier,Alexander Gustafsson,UFC Light Heavyweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 48 - 47. Sal D'amato 47 - 48. Kerry Hatley 46 - 49.,A,Daniel Cormier,300,5.0,5.0,"UFC 192: Cormier vs GustafssonDaniel Cormier vs. Alexander GustafssonOctober 03, 2015"
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",Ryan Bader vs. Rashad Evans,Ryan Bader,Rashad Evans,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Patrick Patlan 27 - 30. Joshua Ferraro 27 - 30. Frank Collazo 27 - 30.,A,Ryan Bader,300,5.0,3.0,"UFC 192: Cormier vs GustafssonRyan Bader vs. Rashad EvansOctober 03, 2015"
